family_letter,family_code,family_label,family_production_enabled,observation_raw_key,observation_label,observation_short_label,disposition,source,definition,boolean_question,yes_meaning,yes_label,yes_message,no_meaning,no_message,plain_language_copy,mapped_messages,notes
F,critical_question,Questions worth asking,true,qualification_missing,Qualification missing,Qual?,future_source,ai_classifier,This move makes an unqualified claim where qualification would be appropriate.,"Does this move state a claim without modal qualification (""usually"", ""often"", ""in most cases"") in a context where the underlying evidence supports only qualified claims?",The move asserts a claim categorically (X is Y) but the evidence base supports only qualified versions (X is usually Y; X is Y in most cases). Pairs with Family H modal_language_present (positive structural counterpart).,Qualification missing,(none),"The move uses modal language appropriately, OR the underlying claim is genuinely categorical (definitional, mathematical).",not observed / did not fire,(none),Qualification missing; Qual?; This move makes an unqualified claim where qualification would be appropriate.,future-source (not rendered in v1)
F,critical_question,Questions worth asking,true,comparison_baseline_missing,Comparison baseline missing,Base?,future_source,ai_classifier,This move uses a comparison without specifying the baseline.,"Does this move use a comparison (better, more, larger, lower) without specifying the baseline of comparison?",The move says 'X is better' / 'X is larger' / 'X is more effective' without naming what X is being compared to.,Comparison baseline missing,(none),"The move specifies the baseline (X is more effective than Y; X is larger than the 2019 baseline), OR uses absolute claims that do not require comparison.",not observed / did not fire,(none),Comparison baseline missing; Base?; This move uses a comparison without specifying the baseline.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,branch_suggested,Branch hint,Branch hint,rendered_now,auto_metadata,A branch is suggested for this exchange.,Has the system suggested branching from this point?,Auto-metadata: heuristic detected that the cluster would benefit from branching (multiple axes active).,Branch hint,Branch suggested,No branch suggestion recorded.,not observed / did not fire,Branch suggested,Branch hint; Branch suggested; A branch is suggested for this exchange.,
G,resolution_progress,Progress toward resolution,true,branch_created,Branch here,Branch here,rendered_now,auto_metadata,A new branch was created at this point.,Was a new branch explicitly created at this point in the tree?,Auto-metadata: a participant took the branching action; a new sub-tree begins here.,Branch here,Branch created here,No branching action taken at this point.,not observed / did not fire,Branch created here,Branch here; Branch created here; A new branch was created at this point.,
G,resolution_progress,Progress toward resolution,true,point_stalled,Stalled,Stalled,rendered_now,auto_metadata,The point has stalled — no recent activity.,Has activity stalled in this cluster (no moves for the N-time window)?,Auto-metadata: no posts in the cluster for N hours / days (per system threshold).,Stalled,Point stalled,Recent activity in the cluster.,not observed / did not fire,Point stalled,Stalled; Point stalled; The point has stalled — no recent activity.,
G,resolution_progress,Progress toward resolution,true,point_exhausted,Exhausted,Exhausted,rendered_now,auto_metadata,This point appears to be out of fresh angles.,Has this cluster been exhausted — sufficient turns with no new substantive angles?,Auto-metadata: cluster has N+ turns but repeats prior axes without new content.,Exhausted,Point exhausted,Cluster has new content / angles per turn.,not observed / did not fire,Point exhausted,Exhausted; Point exhausted; Out of new angles; This point appears to be out of fresh angles.,
G,resolution_progress,Progress toward resolution,true,synthesis_candidate,Synthesis,Synthesis,rendered_now,auto_metadata,This exchange is a candidate for synthesis.,Has the system identified this cluster as a synthesis candidate?,Auto-metadata: heuristic detected common ground + remaining narrow differences; synthesis may be productive.,Synthesis,Synthesis candidate,No synthesis candidate marker.,not observed / did not fire,Synthesis candidate,Synthesis; Synthesis candidate; Resolved; This exchange is a candidate for synthesis.,
G,resolution_progress,Progress toward resolution,true,narrowed,Narrowed,Narrowed,rendered_now,lifecycle,The claim was narrowed.,Is this cluster in the narrowed lifecycle state — the broad claim has been refined to a narrower defensible scope?,Lifecycle: the cluster's claim was narrowed in response to scope challenges; the new narrow form is now the active claim.,Narrowed,Narrowed,"Claim remains in original broad form, or cluster moved to a different state.",not observed / did not fire,Narrowed,Narrowed; The claim was narrowed.,
G,resolution_progress,Progress toward resolution,true,conceded,Conceded,Conceded,rendered_now,lifecycle,A concession was offered by the author.,Is this cluster in the conceded lifecycle state — the author offered a concession?,Lifecycle: the author explicitly conceded the narrow or broader point in this cluster.,Conceded,Conceded by author,No concession offered.,not observed / did not fire,Conceded by author,Conceded; Conceded by author; A concession was offered by the author.,
G,resolution_progress,Progress toward resolution,true,confirmed,Confirmed,Confirmed,rendered_now,lifecycle,The other side confirmed this point.,Is this cluster in the confirmed lifecycle state — the other side confirmed the parent claim?,Lifecycle: a participant from the other side posted explicit confirmation of the claim.,Confirmed,Confirmed by other side,"No confirmation, or confirmation only from same side (not cross-side).",not observed / did not fire,Confirmed by other side,Confirmed; Confirmed by other side; The other side confirmed this point.,
G,resolution_progress,Progress toward resolution,true,synthesis_ready,Synthesis,Synthesis,rendered_now,lifecycle,This cluster is ready for synthesis.,Is this cluster in the synthesis_ready lifecycle state?,Lifecycle: cluster has common ground + remaining narrow differences; synthesis may resolve productively.,Synthesis,Ready for synthesis,No synthesis-ready signal.,not observed / did not fire,Ready for synthesis,Synthesis; Ready for synthesis; Resolved; This cluster is ready for synthesis.,
G,resolution_progress,Progress toward resolution,true,exhausted,Exhausted,Exhausted,rendered_now,lifecycle,This cluster is out of new angles.,Is this cluster in the exhausted lifecycle state?,Lifecycle: cluster has been cycling on same axes without new content for N+ turns.,Exhausted,Out of new angles,New content per turn.,not observed / did not fire,Out of new angles,Exhausted; Out of new angles; This cluster is out of new angles.,
G,resolution_progress,Progress toward resolution,true,branch_recommended,Branch hint,Branch hint,rendered_now,lifecycle,Branching is recommended for this exchange.,Is this cluster in the branch_recommended lifecycle state?,Lifecycle: heuristic + cluster history suggests branching would be productive.,Branch hint,Branch suggested,No branch recommendation.,not observed / did not fire,Branch suggested,Branch hint; Branch suggested; Branching is recommended for this exchange.,
G,resolution_progress,Progress toward resolution,true,archived_or_resolved,Resolved,Resolved,inspect_only,lifecycle,This cluster is archived or resolved.,Is this cluster archived or marked resolved?,Lifecycle terminal state: cluster has been archived (by participant action) or resolved (by synthesis / concession / etc.).,Resolved,Resolved,Cluster active.,not observed / did not fire,Resolved,Resolved; This cluster is archived or resolved.,inspect-only
G,resolution_progress,Progress toward resolution,true,narrows_claim,Claim narrowed,Narrowed,future_source,ai_classifier,The claim was narrowed.,Does this move narrow the parent's claim from a broader to narrower form?,"The move's author proposes a narrower form of the parent's claim, preserving the narrow form as defensible.",Claim narrowed,(none),"The move challenges the claim, refines on the same scope (refines_parent), extends, or asks for clarification.",not observed / did not fire,(none),Claim narrowed; Narrowed; The claim was narrowed.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,concedes_narrow_point,Narrow concession,Conceded,future_source,ai_classifier,A narrow concession was offered.,Does this move concede a narrow point while preserving the broader claim or position?,"The move explicitly grants a specific narrow point that the parent or earlier move challenged, while maintaining the broader claim.",Narrow concession,(none),"The move concedes the broader point (concedes_broader_point NEW), challenges, or evades.",not observed / did not fire,(none),Narrow concession; Conceded; A narrow concession was offered.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,ready_for_synthesis,Synthesis ready,Synthesis,future_source,ai_classifier,This exchange is ready for synthesis.,Does this move signal that the cluster is ready for synthesis (sufficient common ground established)?,The move's content indicates common ground + remaining narrow differences; synthesis would be productive.,Synthesis ready,Ready for synthesis,"Active broad disagreement, or move advances one side without synthesis-readiness signal.",not observed / did not fire,Ready for synthesis,Synthesis ready; Synthesis; Ready for synthesis; This exchange is ready for synthesis.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,suggests_side_branch,Side branch suggested,Side branch,future_source,ai_classifier,A side branch is suggested.,Does this move suggest opening a side branch from the current discussion?,The move proposes a related but separable point that could be productively explored in a side branch.,Side branch suggested,(none),"The move extends on the current topic, introduces a fully new topic, or stays on the same axis.",not observed / did not fire,(none),Side branch suggested; Side branch; A side branch is suggested.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,suggests_diagonal_tangent,Tangent branch suggested,Tangent,future_source,ai_classifier,A tangent branch is suggested.,Does this move suggest a tangential branch — a related issue that is distinct enough to merit its own thread?,The move proposes a tangentially-related topic that would benefit from its own thread rather than crowding the current one.,Tangent branch suggested,(none),"The move stays on topic, introduces a fully new issue, or extends.",not observed / did not fire,(none),Tangent branch suggested; Tangent; A tangent branch is suggested.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,accepts_partial_with_caveat,Partial acceptance,Partial,future_source,ai_classifier,A partial acceptance with a caveat was offered.,Does this move partially accept the parent while attaching an explicit caveat or condition?,"The move says ""I accept X with caveat Y"" — partial acceptance is the key signal.",Partial acceptance,(none),"Full acceptance (acknowledges_parent / supports_parent), full rejection (challenges_parent), or unrelated.",not observed / did not fire,(none),Partial acceptance; Partial; A partial acceptance with a caveat was offered.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,concedes_with_new_dispute,Concession plus new dispute,Concede+,future_source,ai_classifier,A concession was offered alongside a new dispute.,Does this move offer a concession on one point AND raise a new dispute on another?,Compound move: explicit concession on point A + explicit new challenge / dispute on point B.,Concession plus new dispute,(none),"Pure concession (concedes_narrow_point / concedes_broader_point), pure dispute, or unilateral partial acceptance.",not observed / did not fire,(none),Concession plus new dispute; Concede+; A concession was offered alongside a new dispute.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,proposes_settlement_terms,Settlement proposed,Settle?,future_source,ai_classifier,Settlement terms were proposed.,Does this move propose specific settlement terms for resolving the dispute?,"The move articulates concrete terms for ending the dispute: ""I propose we agree on X, set aside Y, and commit to Z"".",Settlement proposed,(none),"The move proposes synthesis without settlement framing, or proposes one-sided position, or asks about settlement.",not observed / did not fire,(none),Settlement proposed; Settle?; Settlement terms were proposed.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,accepts_settlement_terms,Settlement accepted,Settle OK,future_source,ai_classifier,Settlement terms were accepted.,Does this move accept settlement terms that were proposed earlier?,The move explicitly accepts the proposed terms.,Settlement accepted,(none),"The move counter-proposes settlement, rejects, or ignores.",not observed / did not fire,(none),Settlement accepted; Settle OK; Settlement terms were accepted.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,concedes_broader_point,Broader concession,Broad concede,future_source,ai_classifier,A broader position has been relinquished here.,Does this move relinquish the broader position or main claim (not just a narrow sub-point)?,"The author concedes the main broad claim of the cluster, not just a narrow sub-point. Distinct from concedes_narrow_point.",Broader concession,(none),"Narrow concession only (concedes_narrow_point), evasion, or non-concession.",not observed / did not fire,(none),Broader concession; Broad concede; A broader position has been relinquished here.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,common_ground_identified,Common ground,Common,future_source,ai_classifier,This move names common ground established between sides.,Does this move explicitly name common ground that both sides have reached?,"The move surfaces shared agreement: ""we both agree on X""; ""the common ground is Y""; ""neither of us disputes Z"".",Common ground,(none),The move proposes synthesis (synthesis_proposed) — synthesis goes beyond common ground; acknowledges_parent — same-side. Common-ground identification is cross-side shared.,not observed / did not fire,(none),Common ground; Common; This move names common ground established between sides.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,unresolved_point_isolated,Unresolved point isolated,Unresolved,future_source,ai_classifier,This move isolates a specific unresolved point.,Does this move isolate a specific unresolved point — naming what remains in dispute amid established common ground?,"The move names the precise unresolved point with common-ground context: ""we agree on A, B, C; the open question is D"".",Unresolved point isolated,(none),"The move identifies common ground without isolating a remaining point, or makes a new claim, or extends.",not observed / did not fire,(none),Unresolved point isolated; Unresolved; This move isolates a specific unresolved point.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,synthesis_proposed,Synthesis proposed,Synthesis,future_source,ai_classifier,This move proposes a synthesis combining elements of both sides.,Does this move propose a synthesis (a combined position) that draws from both sides of the current disagreement?,"The move explicitly names elements from both sides and proposes a combined position. The synthesis may be compromise, scoping reconciliation, definitional clarification that dissolves a fake disagreement, or layered position.",Synthesis proposed,(none),"The move advances one side only, concedes without offering a combined position, or merely identifies common ground without proposing synthesis.",not observed / did not fire,(none),Synthesis proposed; Synthesis; This move proposes a synthesis combining elements of both sides.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,move_on_requested,Move on requested,Move on?,future_source,ai_classifier,This move requests setting aside the current point.,"Does this move request that the current point be set aside without explicit resolution, in favor of moving to a different topic?","The move says ""let us set this aside"" / ""agree to disagree"" / ""move on"" without resolving the point.",Move on requested,(none),"The move proposes synthesis / settlement, makes a new claim, or asks for branching.",not observed / did not fire,(none),Move on requested; Move on?; This move requests setting aside the current point.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,issue_closed_by_participant,Issue closed,Closed,future_source,ai_classifier,A participant explicitly closes an issue.,Does this move explicitly close an issue (the participant declares the issue resolved or no longer active for them)?,"The move declares the issue closed by participant action: ""for me, this is settled""; ""I am done on this point""; ""moving on from this issue"".",Issue closed,(none),"The move proposes synthesis, asks to move on (move_on_requested), or evades.",not observed / did not fire,(none),Issue closed; Closed; A participant explicitly closes an issue.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,decision_criterion_proposed,Decision criterion proposed,Crit proposed,future_source,ai_classifier,This move proposes a decision criterion for evaluating the question.,Does this move propose a specific criterion or test for deciding the question under dispute?,"The move says ""the criterion should be X"" — proposing how to evaluate which side's position is more defensible.",Decision criterion proposed,(none),"The move disputes an existing criterion (disputes_decision_criterion Family B), uses a criterion within an argument, or makes a substantive claim.",not observed / did not fire,(none),Decision criterion proposed; Crit proposed; This move proposes a decision criterion for evaluating the question.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,action_item_proposed,Action item proposed,Action?,future_source,ai_classifier,This move proposes an action item.,Does this move propose a specific action item that one or both participants should take?,"The move identifies an action: ""let us look up the IPCC data""; ""we should both review the Smith 2020 paper before continuing"".",Action item proposed,(none),"The move asks for evidence (asks_for_evidence), proposes synthesis, or makes a claim.",not observed / did not fire,(none),Action item proposed; Action?; This move proposes an action item.,future-source (not rendered in v1)
G,resolution_progress,Progress toward resolution,true,followup_question_proposed,Follow-up question proposed,Followup?,future_source,ai_classifier,This move proposes a follow-up question for future discussion.,Does this move propose a follow-up question that should be addressed in a future discussion (not the current one)?,"The move names a question for future exploration: ""next thread we should tackle why Australia repealed"".",Follow-up question proposed,(none),"The move asks a current question (questions_parent), proposes branching (suggests_side_branch), or makes a claim.",not observed / did not fire,(none),Follow-up question proposed; Followup?; This move proposes a follow-up question for future discussion.,future-source (not rendered in v1)
H,claim_clarity,How clear the claim is,false,provides_temporal_constraint,Time boundary,Time bound,future_source,ai_classifier,A time boundary is set.,"Does this move add a temporal scope or time-frame constraint to a claim (when, until when, for how long)?","The move attaches a specific temporal scope: a year range, a duration, a deadline, a since-when phrase, a before-after marker, or another time-bound qualifier that narrows when the claim applies.",Time boundary,(none),The move is timeless or contains a tense marker without a real temporal boundary. Mere past tense or future tense is not a temporal constraint; the move must restrict the claim to a specific window.,not observed / did not fire,(none),Time boundary; Time bound; A time boundary is set.,held-out family (production-disabled); future-source (not rendered in v1)
H,claim_clarity,How clear the claim is,false,claim_present,Claim present,Claim,future_source,ai_classifier,This move contains an explicit claim.,"Does this move contain an explicit claim (a proposition the author advances as true, advisable, or worth considering)?","The move contains at least one declarative proposition that the author advances. The claim may be factual (""X happens""), evaluative (""X is good""), or prescriptive (""X should happen""). Pure questions or pure paraphrases without an attached claim do NOT count.",Claim present,(none),"The move is a pure question (""What do you think?""), a pure paraphrase (""You said X""), a pure acknowledgement (""OK""), or a quote without engagement. Moves that frame a claim as someone else's without endorsing it are also NOT this rawKey.",not observed / did not fire,(none),Claim present; Claim; This move contains an explicit claim.,held-out family (production-disabled); future-source (not rendered in v1)
H,claim_clarity,How clear the claim is,false,reason_present,Reason present,Reason,future_source,ai_classifier,This move attaches a reason or ground to its claim.,"Does this move attach at least one reason, ground, evidence, or justification to its claim, rather than asserting the claim alone?","The move pairs a claim with a ""because"", ""since"", ""given that"", ""for the reason that"", or a stated piece of evidence / ground. Toulmin terms: claim plus grounds.",Reason present,(none),"The move asserts a claim without attaching a reason, or contains a reason without an attached claim, or is a pure question or paraphrase.",not observed / did not fire,(none),Reason present; Reason; This move attaches a reason or ground to its claim.,held-out family (production-disabled); future-source (not rendered in v1)
H,claim_clarity,How clear the claim is,false,conclusion_missing,No explicit conclusion,No concl.,future_source,ai_classifier,This move provides reasoning but does not state its conclusion explicitly.,Does this move present reasoning or grounds without stating the conclusion the author is reaching?,The move builds toward a conclusion via reasoning or examples but never states the conclusion itself. The reader must infer what claim the author is making. Common in moves that pile up rhetorical questions or partial reasoning without a synthesis statement.,No explicit conclusion,(none),"The move states its conclusion explicitly (with or without reasoning), or the move is a pure question, or the move is a paraphrase of the parent without offering reasoning, or the conclusion is trivially obvious from the reasoning.",not observed / did not fire,(none),No explicit conclusion; No concl.; This move provides reasoning but does not state its conclusion explicitly.,held-out family (production-disabled); future-source (not rendered in v1)
H,claim_clarity,How clear the claim is,false,reason_missing,No reason attached,No reason,future_source,ai_classifier,This move states a claim without attaching a reason.,"Does this move state a claim without attaching ANY reason, ground, or justification?","The move asserts a claim and stops — no 'because', no 'since', no cited evidence, no example. The claim stands alone in the move body.",No reason attached,(none),The move attaches any reason — including weak reasons or hedged ones. The move is a pure question / paraphrase / acknowledgement (those have no claim to ground). The move is a value claim where ground is implicit in the value.,not observed / did not fire,(none),No reason attached; No reason; This move states a claim without attaching a reason.,held-out family (production-disabled); future-source (not rendered in v1)
H,claim_clarity,How clear the claim is,false,multiple_claims_present,Multiple claims,Multi-claim,future_source,ai_classifier,This move bundles two or more distinct claims.,Does this move bundle two or more distinct claims that would each require separate engagement to address?,The move makes two or more claims that are not logically equivalent. Each claim has its own subject + predicate and could be challenged independently. The move's responder faces a choice about which claim to address.,Multiple claims,(none),"The move makes one claim that is restated for emphasis, OR a claim plus a paraphrase of itself, OR a claim plus illustrative examples (examples extending one claim are still one claim).",not observed / did not fire,(none),Multiple claims; Multi-claim; This move bundles two or more distinct claims.,held-out family (production-disabled); future-source (not rendered in v1)
H,claim_clarity,How clear the claim is,false,claim_specificity_high,Specific claim,Specific,future_source,ai_classifier,This move's claim is narrowly scoped with concrete particulars.,"Is the move's claim narrowly scoped with concrete particulars (specific population, specific time window, specific outcome, specific magnitude)?","The claim names specific population / time / outcome / magnitude / mechanism. Example: ""library funding in Allegheny County rose 12% over 2020-2023, correlated with a 5% literacy gain in K-3 students."" Specific = narrow + concrete.",Specific claim,(none),"The claim is broad or general — population unspecified, time unspecified, magnitude unspecified, or stated as universal (""X causes Y""). Generality is not a defect; it is a different shape.",not observed / did not fire,(none),Specific claim; Specific; This move's claim is narrowly scoped with concrete particulars.,held-out family (production-disabled); future-source (not rendered in v1)
H,claim_clarity,How clear the claim is,false,claim_specificity_low,Broad claim,Broad,future_source,ai_classifier,This move's claim is broadly scoped without concrete particulars.,"Is the move's claim broadly scoped without concrete particulars (no specific population, time, outcome, or magnitude)?","The claim is universal or vague: ""X causes Y"" without scope; ""many people think X""; ""this always happens"". Broad = general + unspecific. NOT a verdict on quality.",Broad claim,(none),The claim contains at least one specific particular (population / time / magnitude / mechanism). Hedged claims with specific scope are NOT this rawKey.,not observed / did not fire,(none),Broad claim; Broad; This move's claim is broadly scoped without concrete particulars.,held-out family (production-disabled); future-source (not rendered in v1)
H,claim_clarity,How clear the claim is,false,quantifier_present,Quantifier used,Quantifier,future_source,ai_classifier,"This move uses an explicit quantifier (all, most, some, none, X%).","Does this move use an explicit quantifier (all, most, many, some, few, none, percentages, ratios) to scope its claim?","The claim contains a quantifier word or numeric ratio that bounds the scope: ""all"", ""most"", ""many"", ""some"", ""few"", ""none"", ""X%"", ""1 in N"", ""half of"".",Quantifier used,(none),"The claim uses no quantifier — either universal-by-default (""X is Y"") or single-instance (""this is Y""). Quantifier in a parenthetical or example does not count if the main claim is unquantified.",not observed / did not fire,(none),"Quantifier used; Quantifier; This move uses an explicit quantifier (all, most, some, none, X%).",held-out family (production-disabled); future-source (not rendered in v1)
H,claim_clarity,How clear the claim is,false,modal_language_present,Modal language,Modal,future_source,ai_classifier,"This move uses modal language (can, must, should, may, might).","Does this move use modal auxiliary verbs (can, could, may, might, must, should, ought, will, would) to frame its claims?","The claim uses a modal verb to mark its modal status — possibility, necessity, recommendation, prediction. The modal is part of the claim, not parenthetical.",Modal language,(none),"The claim is bare-assertive (""X is Y"") or imperative without modal (""Do X""), or the modal is in a quoted source / hypothetical / question.",not observed / did not fire,(none),"Modal language; Modal; This move uses modal language (can, must, should, may, might).",held-out family (production-disabled); future-source (not rendered in v1)
H,claim_clarity,How clear the claim is,false,hedging_present,Hedged claim,Hedged,future_source,ai_classifier,"This move uses a probabilistic hedge (""probably"", ""in most cases"", ""tends to"").",Does the move use explicit hedging language (probabilistic / pragmatic qualifying) when stating its claims?,"The move uses qualifiers like ""probably"", ""often"", ""in most cases"", ""tends to"", ""sometimes"", ""generally"" that explicitly weaken the claim from a universal / certain assertion.",Hedged claim,(none),"The move makes claims as confident assertions without hedging, OR uses hedging only as politeness markers ('I think you might mean...') without weakening the claim, OR uses hedging only in clarification questions.",not observed / did not fire,(none),"Hedged claim; Hedged; This move uses a probabilistic hedge (""probably"", ""in most cases"", ""tends to"").",held-out family (production-disabled); future-source (not rendered in v1)
H,claim_clarity,How clear the claim is,false,unclear_reference_present,Unclear reference,Ref unclear,future_source,ai_classifier,This move contains a pronoun or referring expression without a clear antecedent.,"Does this move use a pronoun, demonstrative, or referring expression whose antecedent is ambiguous (more than one possible referent or no clear referent)?","""It"", ""they"", ""this"", ""that"", ""these"", ""those"" appear without a clear preceding referent in the move or its parent. A reader could reasonably wonder ""what does THIS refer to?"".",Unclear reference,(none),"Pronouns refer to a clear single antecedent in the move or its parent. Demonstratives that are explicitly grounded (e.g., ""this point about X"") are NOT unclear references.",not observed / did not fire,(none),Unclear reference; Ref unclear; This move contains a pronoun or referring expression without a clear antecedent.,held-out family (production-disabled); future-source (not rendered in v1)
I,thread_topology,How the thread is shaped,false,has_reply,Has reply,Has reply,inspect_only,auto_metadata,A reply was posted on this move.,Does this move have at least one child reply?,Auto-metadata: the move has ≥1 child in the argument tree.,Has reply,Has a reply,No children.,not observed / did not fire,Has a reply,Has reply; Has a reply; A reply was posted on this move.,held-out family (production-disabled); inspect-only
I,thread_topology,How the thread is shaped,false,participant_skipped_node,Side skipped,Side skipped,inspect_only,auto_metadata,The same side has posted past this move without responding to it.,Has the same side posted later moves elsewhere in the tree without responding to this move?,Auto-metadata: the same side has subsequent moves in other clusters but no response to this move.,Side skipped,Same side skipped,"The same side responded, or no later moves by that side exist.",not observed / did not fire,Same side skipped,Side skipped; Same side skipped; The same side has posted past this move without responding to it.,held-out family (production-disabled); inspect-only
I,thread_topology,How the thread is shaped,false,no_response_after_n_turns,No follow-up,No follow-up,rendered_now,auto_metadata,This move has no follow-up after several turns.,Has this move received no reply after N turns elsewhere in the room?,Auto-metadata: N other moves have been posted in the room since this move; this move has zero replies.,No follow-up,No follow-up yet,"The move has replies, or fewer than N other moves have been posted since.",not observed / did not fire,No follow-up yet,No follow-up; No follow-up yet; This move has no follow-up after several turns.,held-out family (production-disabled)
I,thread_topology,How the thread is shaped,false,repeated_axis_pressure,Repeated,Repeated,rendered_now,auto_metadata,The same axis has received repeated pressure.,Has the same disagreement axis received repeated pressure from multiple challenge moves?,Auto-metadata: more than one challenge move targets the same axis of the same parent claim.,Repeated,Repeated challenge on same axis,Single challenge or distinct axes from multiple challenges.,not observed / did not fire,Repeated challenge on same axis,Repeated; Repeated challenge on same axis; The same axis has received repeated pressure.,held-out family (production-disabled)
I,thread_topology,How the thread is shaped,false,open,Open,Open,inspect_only,lifecycle,This cluster is open for response.,Is this cluster in the open lifecycle state — no replies posted yet?,Lifecycle state: cluster has 0 replies; awaiting first response.,Open,Open for response,Cluster has ≥1 reply (moved to answered or further state).,not observed / did not fire,Open for response,Open; Open for response; This cluster is open for response.,held-out family (production-disabled); inspect-only
I,thread_topology,How the thread is shaped,false,answered,Answered,Answered,inspect_only,lifecycle,This cluster has at least one reply.,Is this cluster in the answered lifecycle state — at least one reply posted?,Lifecycle state: cluster has ≥1 reply.,Answered,Has a reply,Cluster has 0 replies (open) or has moved to another state.,not observed / did not fire,Has a reply,Answered; Has a reply; This cluster has at least one reply.,held-out family (production-disabled); inspect-only
I,thread_topology,How the thread is shaped,false,moved_on_by_affirmative,Moved on (Aff),Moved on (Aff),inspect_only,lifecycle,The affirmative side moved on from this point.,Has the affirmative side posted past this cluster without resolving it?,Lifecycle: affirmative posted subsequent moves elsewhere; this cluster has unresolved obligations from the affirmative.,Moved on (Aff),Affirmative moved on,"Affirmative still active in this cluster, or no subsequent affirmative moves elsewhere.",not observed / did not fire,Affirmative moved on,Moved on (Aff); Affirmative moved on; The affirmative side moved on from this point.,held-out family (production-disabled); inspect-only
I,thread_topology,How the thread is shaped,false,moved_on_by_negative,Moved on (Neg),Moved on (Neg),inspect_only,lifecycle,The negative side moved on from this point.,Has the negative side posted past this cluster without resolving it?,Lifecycle: negative posted subsequent moves elsewhere; this cluster has unresolved obligations from the negative.,Moved on (Neg),Negative moved on,"Negative still active in this cluster, or no subsequent negative moves.",not observed / did not fire,Negative moved on,Moved on (Neg); Negative moved on; The negative side moved on from this point.,held-out family (production-disabled); inspect-only
I,thread_topology,How the thread is shaped,false,ignored_by_affirmative,Skipped (Aff),Skipped (Aff),inspect_only,lifecycle,The affirmative side did not respond to a request here.,Did the affirmative side fail to respond to an explicit request (source / quote / clarification) in this cluster?,Lifecycle: an explicit request was posted asking the affirmative; affirmative posted subsequent moves elsewhere without answering.,Skipped (Aff),Affirmative did not respond,"No explicit request, or affirmative answered, or affirmative not yet given N-turn window.",not observed / did not fire,Affirmative did not respond,Skipped (Aff); Affirmative did not respond; The affirmative side did not respond to a request here.,held-out family (production-disabled); inspect-only
I,thread_topology,How the thread is shaped,false,ignored_by_negative,Skipped (Neg),Skipped (Neg),inspect_only,lifecycle,The negative side did not respond to a request here.,Did the negative side fail to respond to an explicit request in this cluster?,Lifecycle: an explicit request was posted asking the negative; negative posted subsequent moves elsewhere without answering.,Skipped (Neg),Negative did not respond,"No request, or negative answered, or insufficient time.",not observed / did not fire,Negative did not respond,Skipped (Neg); Negative did not respond; The negative side did not respond to a request here.,held-out family (production-disabled); inspect-only
I,thread_topology,How the thread is shaped,false,ignored_by_both,No follow-up,No follow-up,rendered_now,lifecycle,Nobody followed up on this point.,Did neither side respond to this cluster after the N-turn window?,Lifecycle: both sides posted past this cluster without engaging.,No follow-up,Nobody followed up,"At least one side engaged, or insufficient time.",not observed / did not fire,Nobody followed up,No follow-up; Nobody followed up; Nobody followed up on this point.,held-out family (production-disabled)
I,thread_topology,How the thread is shaped,false,introduces_new_issue,Side issue,Side issue,future_source,ai_classifier,This move introduces a new side issue.,Does this move introduce a new issue or topic distinct from the parent's subject?,The move's substantive content is on a new topic / issue that is related to but distinct from the parent's subject. Requires semantic-equivalence judgment (Decision 7: stays ai_classifier).,Side issue,(none),"The move stays on the parent's topic, returns to a prior issue, or extends to a closely-adjacent point.",not observed / did not fire,(none),Side issue; This move introduces a new side issue.,held-out family (production-disabled); future-source (not rendered in v1)
I,thread_topology,How the thread is shaped,false,references_prior_agreement,Prior agreement referenced,Prior,future_source,ai_classifier,A prior agreement is referenced.,Does this move reference a prior agreement established earlier in the conversation?,"The move cites a point on which both sides had previously agreed: ""as we agreed earlier""; ""given the shared definition we settled on"". Requires content classification of cross-move reference (Decision 7: stays ai_classifier).",Prior agreement referenced,(none),"The move references a prior contested point, a new claim, or a parent without invoking shared agreement.",not observed / did not fire,(none),Prior agreement referenced; Prior; A prior agreement is referenced.,held-out family (production-disabled); future-source (not rendered in v1)
