mapping_id,generated_at,family_key,family_label,family_status,rule_kind,aggregation_family,cross_family_context,required_true_flags,required_false_flags,logic_expression,schema_action,observation_code,label_short,label_neutral,label_supportive,label_technical,diagnostic_sentence,graham_dh_level,graham_dh_label,hitods_alignment,cognitive_epistemic_score_estimate,social_emotional_threat_score_estimate,expert_disagreement_dimension,expert_disagreement_type,walton_scheme_alignment,learning_signal,card_surface_visibility,timeline_surface_visibility,display_priority,confidence_weight,rationale,critical_question_prompt,safety_note,test_suggestion,implementation_notes
MBOM-01318,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_false_true,within_family,,linked_premise_structure,numeric_generalization,linked_premise_structure=yes AND numeric_generalization=no,requires_sql_or_json_schema_extension,argument_scheme.pair_false_true.1318,Linked premise structure without Numeric generalization,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1318,"When linked_premise_structure=yes AND numeric_generalization=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,method or measurement difference,linked_argument_structure|statistical_generalization,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: linked premise structure appears, but numeric generalization is absent.",Does this reply instantiate contradiction or weak denial under Argument Scheme because linked_premise_structure=yes AND numeric_generalization=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_false_true.1318 fires only for linked_premise_structure=yes AND numeric_generalization=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01319,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_true_true,within_family,,numeric_generalization|convergent_premise_structure,,numeric_generalization=yes AND convergent_premise_structure=yes,requires_sql_or_json_schema_extension,argument_scheme.pair_true_true.1319,Numeric generalization with Convergent premise structure,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1319,"When numeric_generalization=yes AND convergent_premise_structure=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,claim-evidence fit,convergent_argument_structure|statistical_generalization,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate contradiction or weak denial under Argument Scheme because numeric_generalization=yes AND convergent_premise_structure=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_true_true.1319 fires only for numeric_generalization=yes AND convergent_premise_structure=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01320,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_true_false,within_family,,numeric_generalization,convergent_premise_structure,numeric_generalization=yes AND convergent_premise_structure=no,requires_sql_or_json_schema_extension,argument_scheme.pair_true_false.1320,Numeric generalization without Convergent premise structure,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1320,"When numeric_generalization=yes AND convergent_premise_structure=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,evidence quality issue,convergent_argument_structure|statistical_generalization,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: numeric generalization appears, but convergent premise structure is absent.",Does this reply instantiate contradiction or weak denial under Argument Scheme because numeric_generalization=yes AND convergent_premise_structure=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_true_false.1320 fires only for numeric_generalization=yes AND convergent_premise_structure=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01321,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_false_true,within_family,,convergent_premise_structure,numeric_generalization,convergent_premise_structure=yes AND numeric_generalization=no,requires_sql_or_json_schema_extension,argument_scheme.pair_false_true.1321,Convergent premise structure without Numeric generalization,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1321,"When convergent_premise_structure=yes AND numeric_generalization=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,definition or scope mismatch,convergent_argument_structure|statistical_generalization,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: convergent premise structure appears, but numeric generalization is absent.",Does this reply instantiate contradiction or weak denial under Argument Scheme because convergent_premise_structure=yes AND numeric_generalization=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_false_true.1321 fires only for convergent_premise_structure=yes AND numeric_generalization=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01322,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_true_true,within_family,,numeric_generalization|enthymeme_gap_detected,,numeric_generalization=yes AND enthymeme_gap_detected=yes,requires_sql_or_json_schema_extension,argument_scheme.pair_true_true.1322,Numeric generalization with Enthymeme gap detected,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1322,"When numeric_generalization=yes AND enthymeme_gap_detected=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,risk tradeoff,enthymeme_reconstruction_candidate|statistical_generalization,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate contradiction or weak denial under Argument Scheme because numeric_generalization=yes AND enthymeme_gap_detected=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_true_true.1322 fires only for numeric_generalization=yes AND enthymeme_gap_detected=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01323,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_true_false,within_family,,numeric_generalization,enthymeme_gap_detected,numeric_generalization=yes AND enthymeme_gap_detected=no,requires_sql_or_json_schema_extension,argument_scheme.pair_true_false.1323,Numeric generalization without Enthymeme gap detected,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1323,"When numeric_generalization=yes AND enthymeme_gap_detected=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,contextual applicability,enthymeme_reconstruction_candidate|statistical_generalization,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: numeric generalization appears, but enthymeme gap detected is absent.",Does this reply instantiate contradiction or weak denial under Argument Scheme because numeric_generalization=yes AND enthymeme_gap_detected=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_true_false.1323 fires only for numeric_generalization=yes AND enthymeme_gap_detected=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01324,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_false_true,within_family,,enthymeme_gap_detected,numeric_generalization,enthymeme_gap_detected=yes AND numeric_generalization=no,requires_sql_or_json_schema_extension,argument_scheme.pair_false_true.1324,Enthymeme gap detected without Numeric generalization,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1324,"When enthymeme_gap_detected=yes AND numeric_generalization=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,complexity or uncertainty,enthymeme_reconstruction_candidate|statistical_generalization,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: enthymeme gap detected appears, but numeric generalization is absent.",Does this reply instantiate contradiction or weak denial under Argument Scheme because enthymeme_gap_detected=yes AND numeric_generalization=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_false_true.1324 fires only for enthymeme_gap_detected=yes AND numeric_generalization=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01325,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_true_true,within_family,,linked_premise_structure|convergent_premise_structure,,linked_premise_structure=yes AND convergent_premise_structure=yes,requires_sql_or_json_schema_extension,argument_scheme.pair_true_true.1325,Linked premise structure with Convergent premise structure,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1325,"When linked_premise_structure=yes AND convergent_premise_structure=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,definition or scope mismatch,convergent_argument_structure|linked_argument_structure,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate contradiction or weak denial under Argument Scheme because linked_premise_structure=yes AND convergent_premise_structure=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_true_true.1325 fires only for linked_premise_structure=yes AND convergent_premise_structure=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01326,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_true_false,within_family,,linked_premise_structure,convergent_premise_structure,linked_premise_structure=yes AND convergent_premise_structure=no,requires_sql_or_json_schema_extension,argument_scheme.pair_true_false.1326,Linked premise structure without Convergent premise structure,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1326,"When linked_premise_structure=yes AND convergent_premise_structure=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,method or measurement difference,convergent_argument_structure|linked_argument_structure,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: linked premise structure appears, but convergent premise structure is absent.",Does this reply instantiate contradiction or weak denial under Argument Scheme because linked_premise_structure=yes AND convergent_premise_structure=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_true_false.1326 fires only for linked_premise_structure=yes AND convergent_premise_structure=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01327,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_false_true,within_family,,convergent_premise_structure,linked_premise_structure,convergent_premise_structure=yes AND linked_premise_structure=no,requires_sql_or_json_schema_extension,argument_scheme.pair_false_true.1327,Convergent premise structure without Linked premise structure,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1327,"When convergent_premise_structure=yes AND linked_premise_structure=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,claim-evidence fit,convergent_argument_structure|linked_argument_structure,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: convergent premise structure appears, but linked premise structure is absent.",Does this reply instantiate contradiction or weak denial under Argument Scheme because convergent_premise_structure=yes AND linked_premise_structure=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_false_true.1327 fires only for convergent_premise_structure=yes AND linked_premise_structure=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01328,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_true_true,within_family,,linked_premise_structure|enthymeme_gap_detected,,linked_premise_structure=yes AND enthymeme_gap_detected=yes,requires_sql_or_json_schema_extension,argument_scheme.pair_true_true.1328,Linked premise structure with Enthymeme gap detected,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1328,"When linked_premise_structure=yes AND enthymeme_gap_detected=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,complexity or uncertainty,enthymeme_reconstruction_candidate|linked_argument_structure,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate contradiction or weak denial under Argument Scheme because linked_premise_structure=yes AND enthymeme_gap_detected=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_true_true.1328 fires only for linked_premise_structure=yes AND enthymeme_gap_detected=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01329,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_true_false,within_family,,linked_premise_structure,enthymeme_gap_detected,linked_premise_structure=yes AND enthymeme_gap_detected=no,requires_sql_or_json_schema_extension,argument_scheme.pair_true_false.1329,Linked premise structure without Enthymeme gap detected,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1329,"When linked_premise_structure=yes AND enthymeme_gap_detected=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,evolving evidence,enthymeme_reconstruction_candidate|linked_argument_structure,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: linked premise structure appears, but enthymeme gap detected is absent.",Does this reply instantiate contradiction or weak denial under Argument Scheme because linked_premise_structure=yes AND enthymeme_gap_detected=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_true_false.1329 fires only for linked_premise_structure=yes AND enthymeme_gap_detected=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01330,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_false_true,within_family,,enthymeme_gap_detected,linked_premise_structure,enthymeme_gap_detected=yes AND linked_premise_structure=no,requires_sql_or_json_schema_extension,argument_scheme.pair_false_true.1330,Enthymeme gap detected without Linked premise structure,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1330,"When enthymeme_gap_detected=yes AND linked_premise_structure=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,risk tradeoff,enthymeme_reconstruction_candidate|linked_argument_structure,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: enthymeme gap detected appears, but linked premise structure is absent.",Does this reply instantiate contradiction or weak denial under Argument Scheme because enthymeme_gap_detected=yes AND linked_premise_structure=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_false_true.1330 fires only for enthymeme_gap_detected=yes AND linked_premise_structure=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01331,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_true_true,within_family,,convergent_premise_structure|enthymeme_gap_detected,,convergent_premise_structure=yes AND enthymeme_gap_detected=yes,requires_sql_or_json_schema_extension,argument_scheme.pair_true_true.1331,Convergent premise structure with Enthymeme gap detected,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1331,"When convergent_premise_structure=yes AND enthymeme_gap_detected=yes, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,contextual applicability,convergent_argument_structure|enthymeme_reconstruction_candidate,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate contradiction or weak denial under Argument Scheme because convergent_premise_structure=yes AND enthymeme_gap_detected=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_true_true.1331 fires only for convergent_premise_structure=yes AND enthymeme_gap_detected=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01332,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_true_false,within_family,,convergent_premise_structure,enthymeme_gap_detected,convergent_premise_structure=yes AND enthymeme_gap_detected=no,requires_sql_or_json_schema_extension,argument_scheme.pair_true_false.1332,Convergent premise structure without Enthymeme gap detected,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1332,"When convergent_premise_structure=yes AND enthymeme_gap_detected=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,complexity or uncertainty,convergent_argument_structure|enthymeme_reconstruction_candidate,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: convergent premise structure appears, but enthymeme gap detected is absent.",Does this reply instantiate contradiction or weak denial under Argument Scheme because convergent_premise_structure=yes AND enthymeme_gap_detected=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_true_false.1332 fires only for convergent_premise_structure=yes AND enthymeme_gap_detected=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01333,2026-06-07T01:38:09Z,argument_scheme,Argument Scheme,production_enabled_existing_family,pair_false_true,within_family,,enthymeme_gap_detected,convergent_premise_structure,enthymeme_gap_detected=yes AND convergent_premise_structure=no,requires_sql_or_json_schema_extension,argument_scheme.pair_false_true.1333,Enthymeme gap detected without Convergent premise structure,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,argument_scheme::dh3::1333,"When enthymeme_gap_detected=yes AND convergent_premise_structure=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,uncertainty_related,evolving evidence,convergent_argument_structure|enthymeme_reconstruction_candidate,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: enthymeme gap detected appears, but convergent premise structure is absent.",Does this reply instantiate contradiction or weak denial under Argument Scheme because enthymeme_gap_detected=yes AND convergent_premise_structure=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert argument_scheme.pair_false_true.1333 fires only for enthymeme_gap_detected=yes AND convergent_premise_structure=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01334,2026-06-07T01:38:09Z,critical_question,Critical Question,production_enabled_existing_family,pair_true_true,within_family,,raises_critical_question|question_targets_premise,,raises_critical_question=yes AND question_targets_premise=yes,fits_existing_or_planned_boolean_answers,critical_question.pair_true_true.1334,Raises critical question with Question targets premise,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,critical_question::dh4::1334,"When raises_critical_question=yes AND question_targets_premise=yes, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,information_related,method or measurement difference,argument_quality_or_refutation_form,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate counterargument under Critical Question because raises_critical_question=yes AND question_targets_premise=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert critical_question.pair_true_true.1334 fires only for raises_critical_question=yes AND question_targets_premise=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01335,2026-06-07T01:38:09Z,critical_question,Critical Question,production_enabled_existing_family,pair_true_false,within_family,,raises_critical_question,question_targets_premise,raises_critical_question=yes AND question_targets_premise=no,fits_existing_or_planned_boolean_answers,critical_question.pair_true_false.1335,Raises critical question without Question targets premise,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,critical_question::dh4::1335,"When raises_critical_question=yes AND question_targets_premise=no, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,information_related,claim-evidence fit,argument_quality_or_refutation_form,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,"This asymmetric pattern limits the interpretation: raises critical question appears, but question targets premise is absent.",Does this reply instantiate counterargument under Critical Question because raises_critical_question=yes AND question_targets_premise=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert critical_question.pair_true_false.1335 fires only for raises_critical_question=yes AND question_targets_premise=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01336,2026-06-07T01:38:09Z,critical_question,Critical Question,production_enabled_existing_family,pair_false_true,within_family,,question_targets_premise,raises_critical_question,question_targets_premise=yes AND raises_critical_question=no,fits_existing_or_planned_boolean_answers,critical_question.pair_false_true.1336,Question targets premise without Raises critical question,Unsupported or lightly supported disagreement,This reply states opposition but may need more reasons or evidence.,critical_question::dh3::1336,"When question_targets_premise=yes AND raises_critical_question=no, show: This reply states opposition but may need more reasons or evidence.",DH3,Contradiction or weak denial,HiTODS orange-yellow / simple disagreement,1.5,2.5,information_related,evidence quality issue,argument_quality_or_refutation_form,low_information_disagreement,card_default_visible,timeline_tap_to_reveal,102,0.6,"This asymmetric pattern limits the interpretation: question targets premise appears, but raises critical question is absent.",Does this reply instantiate contradiction or weak denial under Critical Question because question_targets_premise=yes AND raises_critical_question=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert critical_question.pair_false_true.1336 fires only for question_targets_premise=yes AND raises_critical_question=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01337,2026-06-07T01:38:09Z,critical_question,Critical Question,production_enabled_existing_family,pair_true_true,within_family,,raises_critical_question|question_targets_inference,,raises_critical_question=yes AND question_targets_inference=yes,fits_existing_or_planned_boolean_answers,critical_question.pair_true_true.1337,Raises critical question with Question targets inference,Grounded refutation,This reply engages a specific claim or support and can deepen the exchange.,critical_question::dh5::1337,"When raises_critical_question=yes AND question_targets_inference=yes, show: This reply engages a specific claim or support and can deepen the exchange.",DH5,Refutation,HiTODS green / grounded transactive disagreement,4,2,information_related,definition or scope mismatch,argument_quality_or_refutation_form,high_responsiveness,card_default_visible,timeline_tap_to_reveal,74,0.78,The co-occurrence is more informative than either boolean alone and can create a more decisive diagnostic phrase.,Does this reply instantiate refutation under Critical Question because raises_critical_question=yes AND question_targets_inference=yes?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert critical_question.pair_true_true.1337 fires only for raises_critical_question=yes AND question_targets_inference=yes; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01338,2026-06-07T01:38:09Z,critical_question,Critical Question,production_enabled_existing_family,pair_true_false,within_family,,raises_critical_question,question_targets_inference,raises_critical_question=yes AND question_targets_inference=no,fits_existing_or_planned_boolean_answers,critical_question.pair_true_false.1338,Raises critical question without Question targets inference,Reasoned disagreement,This reply gives some reasoning and can support productive disagreement.,critical_question::dh4::1338,"When raises_critical_question=yes AND question_targets_inference=no, show: This reply gives some reasoning and can support productive disagreement.",DH4,Counterargument,HiTODS yellow-green / reasoned disagreement,3,2,information_related,method or measurement difference,argument_quality_or_refutation_form,productive_counterargument,card_default_visible,timeline_tap_to_reveal,84,0.71,"This asymmetric pattern limits the interpretation: raises critical question appears, but question targets inference is absent.",Does this reply instantiate counterargument under Critical Question because raises_critical_question=yes AND question_targets_inference=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert critical_question.pair_true_false.1338 fires only for raises_critical_question=yes AND question_targets_inference=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
MBOM-01339,2026-06-07T01:38:09Z,critical_question,Critical Question,production_enabled_existing_family,pair_false_true,within_family,,question_targets_inference,raises_critical_question,question_targets_inference=yes AND raises_critical_question=no,fits_existing_or_planned_boolean_answers,critical_question.pair_false_true.1339,Question targets inference without Raises critical question,Grounded refutation,This reply engages a specific claim or support and can deepen the exchange.,critical_question::dh5::1339,"When question_targets_inference=yes AND raises_critical_question=no, show: This reply engages a specific claim or support and can deepen the exchange.",DH5,Refutation,HiTODS green / grounded transactive disagreement,4,2,information_related,claim-evidence fit,argument_quality_or_refutation_form,high_responsiveness,card_default_visible,timeline_tap_to_reveal,74,0.78,"This asymmetric pattern limits the interpretation: question targets inference appears, but raises critical question is absent.",Does this reply instantiate refutation under Critical Question because question_targets_inference=yes AND raises_critical_question=no?,"Display-only machine observation. Do not block, reject, suppress, route, or delay a post from this rule.",Assert critical_question.pair_false_true.1339 fires only for question_targets_inference=yes AND raises_critical_question=no; card page visible by default; timeline tap-to-reveal.,"Store as mapping metadata; if schema_action requires extension, add a boolean answer column or JSON key only through an operator-gated migration."
